249,222,0
477,191,5
316,238,3
553,172,4
382,169,4
196,131,3
506,200,2
828,153,0
996,61,0
114,187,0
955,51,2
602,54,2
109,199,0
799,49,3
100,108,3
581,224,5
8,218,4
586,138,2
198,28,3
444,182,2
680,122,5
586,91,0
229,116,3
5,76,5
541,111,5
174,188,3
408,251,2
248,225,5
226,241,0
79,163,0
898,19,1
819,188,2
79,71,3
503,249,0
634,115,1
566,149,1
346,45,1
505,85,3
127,231,2
987,207,5
206,231,0
145,86,4
171,31,5
381,108,1
316,75,2
287,98,4
662,62,2
665,232,0
91,47,5
97,166,4
368,13,4
642,163,4
758,125,3
804,44,3
331,35,4
306,208,1
376,2,3
55,240,2
978,252,0
554,228,4
155,88,5
445,173,1
623,228,4
700,32,4
375,63,0
263,59,1
498,62,1
710,40,0
22,240,2
958,14,0
277,174,3
972,125,4
276,190,0
924,86,5
581,251,3
559,124,5
682,126,4
906,163,5
159,197,1
794,254,2
489,68,1
453,180,5
350,152,4
529,159,2
233,95,1
98,77,4
833,3,5
846,187,1
37,239,0
761,89,0
136,8,5
306,5,3
704,68,1
447,50,3
627,177,4
51,85,4
850,4,1
463,168,0
803,221,5
644,203,2
433,50,0
941,29,2
359,257,5
668,110,2
219,254,3
839,126,3
147,90,0
331,15,3
478,14,1
682,94,5
448,69,2
916,76,2
748,16,5
926,2,0
172,166,3
471,142,3
428,158,2
16,126,5
1,180,2
694,188,2
52,144,2
462,88,4
215,82,5
560,110,2
682,101,3
343,84,1
280,167,0
249,202,2
76,61,3
319,65,5
105,189,5
41,189,4
804,164,5
953,232,2
999,124,0
234,217,1
970,23,3
561,125,1
575,52,5
935,38,4
700,112,4
146,180,3
40,100,3
314,197,2
152,13,1
886,37,0
703,39,2
811,251,2
82,234,4
603,10,2
157,98,1
144,162,0
586,163,1
947,223,0
656,249,5
89,191,3
701,205,3
150,111,5
987,98,5
769,237,5
332,21,5
527,93,1
857,248,2
759,107,5
778,4,1
794,61,0
434,107,2
918,85,5
702,152,5
104,120,1
413,133,3
828,100,0
686,119,1
463,102,1
68,207,4
959,6,4
990,18,2
219,12,2
973,18,2
396,44,2
719,136,3
116,10,0
952,162,1
30,155,2
57,160,5
720,16,3
483,93,2
905,99,4
584,74,0
617,75,5
699,70,1
973,102,2
779,226,0
352,139,4
737,183,2
85,95,0
584,43,3
67,119,3
823,46,0
966,144,4
509,180,2
791,255,1
211,222,3
161,70,0
620,91,1
563,94,5
178,182,5
644,145,1
638,63,1
268,249,2
60,218,2
577,235,0
850,44,3
824,75,3
333,190,2
601,16,5
465,156,0
974,174,2
614,68,3
250,128,0
126,225,3
138,205,2
669,196,5
759,185,4
101,74,2
852,249,2
789,121,4
923,109,2
21,200,4
302,46,5
624,129,5
742,80,2
903,7,3
329,166,4
230,190,1
830,6,4
259,97,1
766,16,2
82,131,5
617,154,1
310,51,2
770,24,0
179,115,4
826,257,1
191,229,4
856,43,3
998,91,2
845,12,2
114,201,5
530,178,5
324,195,2
984,198,0
853,89,2
228,22,5
887,227,3
79,159,2
0,200,3
606,173,3
125,25,2
898,40,4
738,185,1
51,221,5
632,164,4
79,223,1
60,28,3
801,209,1
50,243,4
232,197,4
599,84,1
237,97,4
126,141,3
568,127,2
135,128,5
875,152,5
826,222,0
693,246,5
486,144,4
204,182,1
790,129,4
947,86,2
216,62,5
587,139,0
300,18,4
176,191,3
75,69,1
679,169,3
994,135,3
787,26,4
82,10,3
597,136,5
325,64,2
470,173,4
916,14,0
286,136,0
587,186,0
9,193,1
150,6,3
148,238,3
414,75,1
35,193,2
14,221,2
669,138,5
179,52,5
868,179,0
328,225,3
877,211,5
112,56,0
90,159,1
634,231,4
471,42,0
302,106,0
682,57,4
811,83,2
626,217,0
532,98,5
927,189,3
205,160,5
708,99,4
388,28,4
420,130,2
839,190,2
744,238,1
849,197,5
8,173,4
487,90,4
494,21,5
128,207,5
309,95,2
443,257,2
38,59,1
193,54,1
28,122,5
500,253,5
461,181,1
194,180,1
432,116,1
239,257,1
649,159,5
397,105,4
189,177,5
229,256,5
528,25,5
149,113,3
653,9,0
446,189,4
955,193,4
228,18,1
668,236,5
12,124,4
824,239,0
552,16,5
627,41,3
454,232,5
802,130,0
996,193,5
978,39,3
151,15,4
126,5,3
489,213,3
549,62,0
919,232,0
833,204,0
304,144,2
14,227,2
760,215,0
362,90,4
544,100,0
618,154,0
941,128,2
155,85,0
965,145,4
244,86,1
298,66,4
770,87,1
786,207,2
828,80,2
309,222,0
763,170,2
680,217,5
749,241,4
674,221,5
688,47,2
652,153,1
59,202,4
783,74,2
464,157,0
622,211,0
276,149,1
250,108,4
303,55,1
389,250,3
631,241,5
35,19,3
854,74,0
156,8,3
171,16,1
604,16,1
741,145,2
686,104,4
454,76,0
86,57,3
129,188,2
98,237,3
340,205,3
888,105,2
581,187,5
278,73,2
529,21,2
785,177,2
977,157,0
39,27,3
22,222,2
485,212,0
274,181,0
73,253,5
243,101,4
172,108,4
508,178,5
181,205,5
396,234,1
158,86,0
379,119,3
410,26,4
853,113,4
569,138,4
797,164,5
70,216,4
328,245,2
665,250,5
125,238,1
219,31,1
907,196,0
792,124,0
654,147,0
119,202,1
989,75,4
925,147,0
807,39,5
649,245,2
366,14,5
924,55,0
186,143,3
226,239,0
897,179,2
747,145,5
655,150,5
643,134,2
485,123,5
836,72,2
725,36,3
468,34,4
602,138,1
18,76,3
67,113,1
46,164,4
527,250,1
545,62,0
677,205,0
199,120,3
797,20,3
281,255,2
439,257,3
684,45,3
144,184,1
551,202,1
816,38,0
504,141,5
455,52,5
915,44,2
410,206,3
66,213,0
37,84,5
87,172,0
207,21,2
701,209,1
440,149,0
210,242,0
886,213,2
957,20,4
157,168,3
753,73,3
197,71,4
320,32,2
862,240,1
80,227,5
226,235,5
740,65,1
201,124,3
544,188,3
162,153,2
274,122,5
851,34,2
456,106,5
556,160,0
672,89,2
555,25,3
734,75,0
584,159,2
260,60,1
626,205,3
437,47,5
40,189,5
551,161,3
397,64,0
456,28,1
301,3,3
19,31,3
624,197,0
118,182,5
574,89,3
357,104,0
477,16,2
24,73,4
324,54,2
308,158,2
304,157,0
223,28,0
953,200,3
874,4,5
926,118,4
490,111,5
706,88,0
72,179,1
468,60,4
125,69,2
69,50,2
977,120,5
357,108,5
718,45,5
310,90,1
706,164,2
23,51,3
736,178,2
203,21,5
499,122,3
153,27,0
62,86,0
483,15,3
503,4,1
187,124,1
187,68,5
689,64,4
472,116,3
513,230,3
318,227,3
807,179,4
922,91,1
28,242,3
487,256,2
971,140,0
582,245,4
503,65,5
148,40,5
772,42,4
882,86,1
370,68,3
772,177,4
883,201,5
430,246,3
724,201,1
766,57,2
547,7,3
926,147,3
62,46,1
845,245,4
970,29,0
22,123,4
514,31,2
400,144,3
718,227,3
438,82,2
327,208,0
354,186,5
656,156,4
629,183,4
75,94,4
787,92,2
561,180,4
715,186,0
229,42,4
865,222,4
77,58,1
113,198,4
229,38,5
959,49,0
109,129,3
913,212,4
785,209,4
632,153,2
588,74,4
107,129,2
12,22,2
714,178,2
541,66,1
700,109,3
825,103,2
514,255,1
597,135,2
279,189,1
206,68,2
936,146,5
375,64,4
900,135,4
976,245,1
494,153,2
483,111,5
484,126,5
379,171,2
134,199,5
687,193,4
49,67,1
111,44,5
967,94,5
110,65,3
722,153,5
558,14,5
598,219,2
675,167,0
497,137,5
52,234,3
805,141,0
994,217,3
282,30,2
403,91,5
595,197,3
917,13,2
791,139,2
60,87,1
460,146,0
200,31,2
628,117,2
267,237,2
425,10,3
249,123,0
659,22,3
24,219,2
612,136,5
671,124,3
680,178,4
854,28,3
668,167,5
333,219,3
812,5,3
957,34,2
835,31,4
622,236,4
498,78,0
764,47,0
950,160,5
714,117,4
484,140,1
931,48,4
888,235,3
160,24,3
757,240,5
54,33,1
207,186,5
131,163,5
387,58,0
357,114,0
256,183,5
99,176,0
392,236,0
806,150,4
910,200,2
321,121,2
461,63,3
199,246,2
144,10,0
596,226,4
904,168,1
981,80,0
398,93,0
540,154,4
415,25,2
55,209,2
441,17,3
813,177,1
980,61,3
227,108,2
185,14,1
606,130,1
739,15,0
817,66,4
10,51,0
792,220,5
977,94,0
665,74,1
515,75,5
658,254,5
784,216,5
948,217,5
650,97,4
103,149,0
787,85,5
794,96,4
619,38,2
232,200,1
319,185,4
329,159,4
414,23,2
394,185,3
821,121,4
505,171,1
454,221,5
902,27,1
995,23,3
87,175,1
314,159,5
375,129,4
18,220,3
493,96,0
806,123,2
588,32,0
716,210,1
323,135,5
658,100,4
730,251,3
867,114,4
535,142,0
746,98,5
375,112,3
791,172,3
813,103,2
28,6,1
280,120,3
801,215,2
944,145,0
155,108,1
731,137,0
431,17,5
453,193,4
846,60,2
752,26,3
537,63,4
376,226,0
545,91,4
243,145,4
159,42,2
553,127,3
750,206,1
330,70,3
699,15,0
794,203,2
390,122,3
750,42,0
48,59,0
263,38,2
540,158,0
848,58,2
831,12,4
133,167,5
239,55,0
124,211,4
391,207,1
160,240,4
435,178,4
806,83,2
12,149,2
198,56,1
622,96,1
407,177,5
674,197,0
224,58,2
535,111,0
486,228,5
898,72,4
772,58,1
342,125,3
648,51,4
12,59,4
441,53,0
589,89,2
442,167,3
5,31,0
383,139,5
538,191,5
316,242,4
337,172,1
594,29,4
718,101,3
493,209,4
75,240,0
726,188,2
751,45,5
308,130,2
247,99,1
623,246,4
846,95,1
374,102,3
495,95,2
909,170,0
618,18,1
941,119,3
413,91,3
965,242,2
500,23,4
918,14,0
703,91,3
85,22,2
87,230,5
259,145,0
748,25,5
240,140,0
822,31,5
548,110,0
374,252,5
943,127,0
167,212,2
174,171,0
673,239,2
182,199,3
114,192,3
532,174,2
970,92,1
108,114,3
211,7,3
640,185,0
798,162,4
928,69,3
412,166,0
776,67,0
350,177,3
76,232,0
426,178,1
259,230,3
734,91,5
515,38,4
612,109,4
32,253,0
539,220,5
802,201,4
562,30,5
423,131,0
298,155,1
420,230,0
700,68,1
516,81,3
335,107,0
794,156,2
275,123,1
395,206,4
664,104,4
594,123,1
236,154,5
209,17,4
897,82,1
731,25,1
781,92,0
492,55,0
645,178,1
214,37,4
563,162,1
303,53,5
498,96,0
866,83,4
605,224,2
831,22,0
712,106,3
589,234,2
706,148,0
855,222,1
571,212,1
22,62,5
31,195,5
396,54,0
587,123,5
555,90,5
697,158,5
177,64,3
669,174,0
475,140,1
884,134,4
98,138,4
57,133,2
648,97,1
567,93,1
624,221,0
34,9,4
76,243,2
109,101,0
902,223,4
763,89,5
31,97,5
407,187,3
187,46,3
634,210,1
705,204,3
766,152,4
873,222,4
563,69,4
596,132,0
913,64,2
197,169,5
225,69,5
40,198,2
100,232,1
527,240,5
874,109,5
566,92,1
376,161,5
395,73,5
431,181,4
361,12,2
228,86,2
818,141,5
765,34,1
560,126,1
200,75,4
622,190,2
63,2,0
922,171,5
394,80,2
365,113,0
424,43,5
475,158,4
381,63,3
787,113,2
875,15,0
462,216,3
415,164,3
229,230,0
549,238,2
593,214,0
138,200,1
303,154,3
110,220,3
419,31,4
677,41,5
595,203,4
175,98,5
100,16,4
808,103,0
67,87,1
280,54,0
439,62,2
864,213,1
116,29,2
262,74,4
402,222,5
764,225,0
160,185,0
926,241,5
270,129,2
477,28,4
502,226,4
281,76,3
52,61,4
958,77,3
422,165,1
377,101,0
867,201,3
152,225,4
56,253,5
617,148,3
527,229,2
280,114,1
216,106,1
833,229,0
383,43,0
203,236,3
855,220,5
208,184,4
357,165,5
160,6,0
834,109,4
570,207,1
159,121,4
701,86,1
991,125,2
353,91,1
109,88,1
304,215,5
842,56,5
943,173,4
455,157,1
982,176,3
491,251,1
151,213,0
363,148,4
449,39,5
623,8,5
293,85,0
261,146,5
342,13,0
71,56,2
948,11,3
920,76,4
718,66,5
93,85,1
925,172,4
624,79,3
571,28,5
349,18,1
295,150,4
252,137,0
935,121,2
21,67,2
42,167,3
368,25,1
996,13,0
423,77,2
397,119,2
230,254,0
618,228,1
930,256,4
309,161,2
955,11,3
312,144,2
210,74,0
354,226,4
749,173,3
49,61,1
742,156,4
486,107,1
633,18,2
214,164,5
80,98,4
909,25,1
664,228,4
381,231,2
351,220,2
257,176,3
786,160,4
487,106,1
67,48,0
682,32,5
309,139,5
690,36,0
379,201,1
421,193,2
386,72,0
830,234,1
985,15,2
880,40,1
168,39,2
139,39,4
513,73,0
976,158,3
259,247,0
860,203,1
560,89,1
68,24,2
423,125,2
50,226,1
374,226,0
288,133,1
99,221,2
677,62,0
203,239,0
30,230,3
100,33,5
731,37,3
99,80,2
482,17,4
819,54,1
645,51,3
912,226,0
798,181,0
34,256,5
762,64,5
651,47,5
933,57,3
636,34,3
695,153,1
955,170,2
933,239,4
514,91,4
33,203,2
156,243,5
154,45,1
768,117,0
386,112,3
607,178,3
845,185,1
928,243,5
815,153,0
805,114,4
843,121,5
195,174,1
65,237,0
455,45,0
575,95,0
444,29,0
300,134,0
409,66,3
853,212,4
673,12,1
520,222,3
710,38,4
665,207,3
719,138,5
88,167,2
917,30,0
10,24,2
804,197,4
879,34,1
84,107,2
844,127,4
783,67,4
635,51,4
738,204,2
308,22,5
377,83,0
694,228,5
719,244,3
193,130,2
747,234,4
597,149,3
705,191,2
766,218,0
816,230,0
713,103,4
839,68,1
150,101,5
406,127,3
918,36,0
449,28,0
101,20,3
483,25,3
723,209,3
245,54,3
835,4,5
161,114,1
329,72,1
901,234,3
222,251,0
647,123,4
929,178,5
293,182,4
161,185,0
312,185,0
725,175,3
941,160,2
440,74,1
908,171,3
576,10,4
850,8,4
126,183,2
416,230,3
970,193,2
672,257,4
685,24,2
99,54,0
573,100,4
73,56,4
279,82,5
305,191,4
138,183,1
154,243,3
66,125,2
183,16,2
124,120,2
232,132,1
289,50,2
793,167,2
45,175,3
287,226,3
795,53,4
532,246,0
42,171,5
869,162,3
648,72,4
213,204,5
893,172,5
836,32,4
713,142,2
145,48,5
417,192,2
389,230,2
403,8,3
756,107,3
583,183,4
404,230,0
963,252,5
774,12,4
845,102,1
315,204,5
297,118,4
750,112,2
538,131,5
72,165,3
344,139,2
202,106,1
963,243,3
49,205,0
925,10,4
10,16,1
260,145,3
541,238,5
361,48,3
432,127,1
801,20,4
41,125,5
700,229,4
196,172,3
985,229,5
299,204,0
988,100,2
516,249,3
717,107,3
547,6,1
884,84,4
354,208,5
330,163,0
542,90,3
860,14,2
231,127,4
97,166,4
658,116,0
171,98,2
961,158,2
800,196,0
698,222,5
240,253,4
801,36,3
409,52,1
918,222,4
313,18,3
119,72,4
151,84,5
45,37,5
295,183,3
470,224,0
663,242,2
837,88,2
489,232,0
155,151,3
499,56,0
540,159,3
624,210,1
334,28,4
615,241,5
334,77,5
888,74,3
442,99,3
780,130,3
557,236,3
880,147,5
208,44,1
89,239,2
311,78,3
776,244,1
784,159,0
16,101,1
95,84,3
144,239,5
485,135,5
983,31,1
930,89,2
952,159,2
135,127,4
426,179,0
684,108,1
396,50,2
825,169,2
486,245,5
958,186,0
655,57,3
161,22,5
166,56,2
106,208,1
245,167,4
702,66,2
114,151,1
384,124,4
507,139,1
473,211,1
602,106,5
888,31,5
747,183,1
889,250,2
376,244,0
323,256,3
423,195,5
853,211,0
933,167,2
48,243,0
489,177,3
358,171,4
482,116,3
61,137,5
498,212,4
745,146,5
772,126,1
643,88,3
327,40,4
573,196,0
392,89,5
338,167,3
773,111,3
514,113,2
794,230,0
880,153,0
719,181,2
42,189,4
652,133,4
466,40,4
264,122,2
940,17,5
586,116,5
416,101,4
20,85,0
218,171,1
645,88,0
317,17,1
63,140,2
860,216,2
306,250,0
947,253,4
373,69,5
730,111,1
759,132,1
282,126,3
928,44,4
599,96,1
797,19,0
450,23,1
975,46,4
535,209,4
120,243,1
25,23,3
953,92,4
690,225,5
504,57,5
935,131,2
857,254,3
143,232,5
113,151,4
120,33,0
672,145,2
898,95,1
798,61,3
197,136,3
479,113,4
168,202,5
967,173,3
320,31,1
462,145,2
684,43,3
865,101,5
223,112,4
916,110,1
483,232,5
714,51,1
764,18,4
405,16,3
249,93,5
938,168,4
676,100,2
182,32,1
942,227,2
420,113,4
350,143,0
882,107,5
961,85,3
628,41,1
891,16,3
566,161,5
838,134,0
317,103,4
67,239,1
657,25,4
981,115,4
448,257,1
373,204,2
28,111,3
356,15,4
122,50,1
827,67,4
824,124,3
385,176,3
219,21,3
346,227,1
984,229,2
428,100,2
4,17,2
676,180,2
789,4,2
333,136,1
479,78,4
44,144,3
923,176,2
963,118,3
325,146,4
737,131,5
955,17,1
650,206,4
855,153,0
547,223,1
592,107,1
376,135,4
588,237,2
456,43,1
801,140,2
248,178,0
557,206,2
517,161,1
598,152,2
918,41,3
573,5,4
192,192,3
996,19,4
158,92,1
299,82,2
346,110,5
408,23,2
544,80,5
671,177,4
135,74,3
1,121,3
117,215,4
922,223,1
134,84,2
166,83,4
993,29,0
581,71,3
756,45,3
763,237,4
990,104,4
493,146,5
366,197,0
243,102,5
88,120,4
350,153,1
770,210,4
971,135,5
875,62,3
553,16,0
636,42,3
497,60,5
535,137,0
992,226,5
213,31,5
19,208,5
753,137,2
77,220,2
405,219,1
166,47,0
935,122,1
554,62,5
127,177,3
320,107,0
272,76,5
43,52,4
101,197,4
992,47,0
619,41,1
45,51,1
607,75,3
880,243,1
688,222,4
288,210,1
406,135,1
393,248,1
836,89,4
449,36,5
909,34,0
860,249,3
50,10,1
927,109,4
595,235,3
184,256,2
965,159,0
414,49,5
431,193,3
732,174,5
662,216,2
868,198,1
189,235,1
191,129,3
87,59,3
168,103,4
154,28,0
578,53,5
836,205,1
908,114,4
877,54,5
175,235,1
994,132,1
687,224,0
568,28,1
951,42,3
779,89,0
345,242,2
878,39,5
782,181,2
913,217,3
767,89,1
246,54,3
142,186,1
632,247,1
387,166,5
333,90,2
924,37,5
270,72,0
767,234,3
686,3,4
349,256,0
833,123,2
435,189,4
488,213,2
883,81,3
591,194,5
625,114,3
482,79,0
431,148,1
846,36,3
631,202,4
78,246,0
440,125,0
146,40,1
220,73,5
435,74,4
102,151,2
804,195,0
452,53,5
90,125,4
27,166,5
855,16,2
411,151,5
62,182,0
59,236,3
301,109,5
27,136,1
371,80,1
989,170,1
321,135,1
407,233,4
602,131,4
280,184,5
244,134,1
867,100,4
571,168,5
697,105,2
976,208,1
686,191,2
353,203,0
123,34,3
553,121,3
882,126,3
228,250,3
167,150,2
497,142,2
512,19,5
295,61,5
965,70,0
351,205,5
604,45,3
25,87,3
462,148,2
824,251,0
649,180,5
770,27,2
81,109,5
605,179,2
85,236,5
432,236,3
916,157,3
875,112,3
423,39,1
159,12,5
451,136,5
790,214,5
836,71,4
698,53,3
181,137,1
631,106,5
310,125,0
922,159,4
856,67,5
581,11,3
442,98,1
44,159,5
499,83,2
370,6,3
566,51,0
960,207,5
156,49,3
197,74,3
94,7,4
178,187,3
178,151,0
970,149,0
524,31,5
553,72,5
191,251,0
264,36,0
400,78,0
617,4,5
770,118,0
644,82,3
24,128,2
204,247,2
467,140,2
173,50,3
844,70,1
299,28,1
433,75,5
989,190,0
386,158,4
709,242,5
890,126,1
710,77,0
299,235,5
426,148,4
524,181,5
597,174,2
891,164,0
301,27,3
583,174,3
334,25,3
619,123,5
61,22,3
960,58,0
784,255,3
211,81,3
868,107,5
20,50,3
489,170,0
676,4,0
492,22,0
692,152,0
939,106,1
734,126,3
398,87,3
884,77,0
453,174,0
213,35,1
607,252,5
891,153,0
141,209,1
484,86,1
180,85,4
334,235,1
337,248,2
717,131,4
879,224,5
277,240,2
42,45,1
387,111,0
377,227,3
534,152,1
349,55,4
251,73,3
712,239,0
927,235,4
733,128,4
386,220,3
478,130,4
440,110,2
